テニス,0
サッカー,0
バスケ,0
水泳,0
フットサル,0
スキー,0
ラグビー,0
アメフト,0
野球,0
ソフトボール,0
自転車,0
山岳,0
卓球,0
バレーボール,0
ラクロス,0
軽音楽,1
英語,1
合唱,1
学園祭委員会,1
