基幹科目,1
キリスト教学科,1
文学科英米文学専修,1
文学科ドイツ文学専修,1
文学科フランス文学専修,1
文学科日本文学専修,1
文学科文芸・思想専修,1
史学科,1
教育学科,1
異文化コミュニケーション学科,2
経済学科,3
経済政策学科,3
会計ファイナンス学科,3
経営学科,4
国際経営学科,4
数学科,5
物理学科,5
化学科,5
生命理学科,5
社会学科,6
現代文化学科,6
メディア社会学科,6
法学科,7
国際ビジネス法学科,7
政治学科,7
観光学科,8
交流文化学科,8
コミュニティ政策学科,9
福祉学科,9
スポーツウェルネス学科,9
心理学科,10
映像身体学科,10
